split,label,internal_label,f1_score
val,NORM,Normal,0.9960159362549801
val,AMI,Anterior,1.0
val,IMI,Inferior,0.9966996699669967
val,LMI,Lateral,1.0
test,NORM,Normal,0.9694656488549618
test,AMI,Anterior,0.7845303867403315
test,IMI,Inferior,0.8814432989690721
test,LMI,Lateral,0.9940119760479041
